,Document,Page,Sentence
148,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9, The reports on the use of funds presented by PISTA through the University of Panama Carry out the administrative coordination study and communication of the program
149,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,"As the manager of the administrative and financial function of the program, he is responsible for to manage the economic resources for the development of the program and to carry out the financial valuation of the same, as well as supporting the external fund"
150,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,"R01 of the University of Panama, The University of Panama As an institution focused on higher education, it will be in charge of academic and program"
151,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9," The contents of the courses for the Interinstitutional Program for Development and Talent Tracking these contents must be reviewed and approved in conjunction with the PISTA Advisory Board', 2'Ensure, that the start of the program has all the necessary resources: ( material didactic, students, infrastructure, food student insurance, ) 3, Provide the facilities of infrastructure equipment and basic services for 6 Desan'ollo dc Program Search and assign twelvemes specialists pm dictate curses and workshops of [ as areas to develop"
152,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,Carry out evaluations of the docentcs dictated by the courses and workshops at the end of each half
153,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,Perform the selection process for students with academic talent
154,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,"Provide, the salons equipment, psychologists and other necessary resources"
155,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9, Presenting detailed financial reports at the end of each semester of the funds disbursed for the program'These reports should be reviewed and approved by SENACYT 8 Presents semiannual academic reports on ]
156,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9, The development of the program to Juma Ascsora and to SENACYT 
157,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,"Functions of 105 losers, "
158,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,Prepare 1 didactic material that will be used for the development of the courses
159,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,9,"Carry out evaluations of the students at the beginning and end of the semester, which will measure the impact of learning"
160,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,Official Digital Gazette Friday May 17 2013 Rgsolimsf''n ) lJmJ'nLttmtfua W0
161,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,Pysta cstar integrated at least by: 
162,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,"Director of PISTA Academic subdirector, Administrative Assistant, Director Student Coordinator, ], Article 12"
163,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,Members of the Advisory Board
164,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10," The Advisory Board will be composed of the designated representatives of the National Secretariat, Science, Technology and Innovation, and the University of Panama"
165,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,I will also be invited to form Board of Directors Advisory Board to representatives of sciences that are related to the Program
166,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,"Functions of the Advisory Board, The functions of the Advisory Board are the following: "
167,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,Support the fulfillment of the objectives of the program and ( the recommendations for improvement
168,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10," Continuous of it Approve the number of schools that will be convened according to availability budget, Determine the number of income per year"
169,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10," A ) program, according to availability budget of the program, Determine the number of sessions, the schedules and the location in which each one of them will be dictated"
170,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10, The courses and taHeres Articnlo l4
171,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,"Functions of the Program Director, The following are functions of the Program"
172,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,"Carry out Operational management of the Program Support in the management of extreme funds dc program to guarantee the cominuity of the Program, Facilitate the procedures or processes required by PISTA within the management institutions of ) Program C"
173,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10," To coordinate the actions carried out by the different members of the Program, Article 15"
174,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,"Functions of the Academic Deputy Director, The following are functions of the Academic Deputy Director: "
175,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,"Presenting academic reports on the progress and development of TRACK at the end of each semester Disclose the curriculum, curses and workshops for each level in each academic year, Submit the annual curriculum to the PISTA Advisory Board, Conduct the academic review of the program and its evaluations Implement Each semester, instances of support and teacher training Scleccionar to the professors for the Program, Evaluate teachers and the courses taught Present to the teachers, the observations of their cvaluations Evaluate"
176,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,10,"from, the puma of sight of the doceme those cases that should be considered before the Program Evaluation Committee"
177,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11,Official Digital Gazette Friday May 17 2013 Rewfucin fi sz'wmpm W0
178,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11,"< De_f_ 124 %, the 2013 "
179,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11,"Functions dc Administrative Assistant Director, The following, are functions of the Administrative Assistant Director Realize the administrative and communication management of the program Coordinate"
180,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, The selection and identification process of the students Coordinate the communication and dissemination of the Ptogram Vela for the financial execution of the program
181,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11,"Functions of the Student Coordinator, The following, are functions of the Student Coordinator, Coordinate daily weekly and monthly monitoring of students, 2V Detecting the difficul- ties that students can present and looking for psycho- educational Build the pairs of each student, their strengths and weaknesses Guide"
182,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, The students in how to respond to their interest and achievements
183,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, Presenter half-yearly reports of 105 performances by each of 105 students incorporating the academic and psycho-social infonrnaci n reunited
184,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11," Last me, semesterA Esle"
185,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, I am informed that you will be presented to my study and your practice of being a technician 61 Presenting and evaluating those cases that should be considered before the Evaluation Committee of the Program
186,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11," Chapter 11, Financing of the Program, Article [ 8"
187,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11,Track will be financed with the economic resources that SENACYT and others manage for such purposes
188,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, resources that can be obtained to meet the aims of the program'SENACYT and others
189,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11," Agencies, institutions or companies may aponax additional resources that allow compliance with the objectives and promotion of the Program"
190,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11,"Economic Subsidies of the Program TRACK offered an economic subsidy that will cover minimum tuition costs, page dc tuition and cost of laboratories, teaching materials, student insurance, mobilization and food During the course of the days for the development of the program"
191,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11," According to the academic calendar of the Panama university, According to 105 mbros of expenses defined in the Program e economic subsidy, I will be able to scr dcscredited to a scholarship holder or to the university TRACK"
192,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, I will review each year the annual economic subsidy momo that will be granted by cstudiame of agreement with 105 related costs for the development of the program
193,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, The academic subsidy is non-reimbursable for students who take the'Se will cover up to 100 % of the cost for the students that study their academic period in colcgios Of fi cials
194,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, I will establish the percentage of economic subsidy that I will cover for the students who study their academic period in private schools
195,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11," In the case, ( is students of limited resources who study their academic credentials in collegiate schools TRACK may consider covering 100 % of the cost of the program"
196,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11, As long as there is an evaluation
197,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11," socio-cconmica, carried out by an idneo professional that demonstrates his situacic'm Article 20"
198,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,11,"No amount in the Program At the end of each academic period, students who meet the standards established by the program continue with the corresponding subsidy for the next month"
199,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12," No 27289-A Official Digital Gazette Friday May 17 2013 Mofuggin fl d'mimktmtiw Wa'3, 3 A7, 1 % & ( e 2013"
200,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12, Those who do not comply with the minimum standards will be evaluated by a Comi't which will be formed by representatives of PISTA who will analyze whether students will be able to continue with your participation in the following year and obtain the corresponding subsidy
201,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12, In the cases in which the Committee decides that the student can continue in the Program
202,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,"both, he and your legal representative"
203,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,you must sign a letter of commitment
204,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12, Students will have the following academic period to exceed the standards where he obtained de fi ciency in how to maintain cl bene
205,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12," Fi t of ] economic subsidy, Chapter III Call identification and selection of alumnus Article 21"
206,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,Objectives of the call 
207,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,The convocation process seeks to identify and select 105 potential participants of the TRACK to give you an opportunity to develop your talent
208,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12," This selection is based on academic potential, general and sectoral skills and motivation"
209,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12," what my students study, which will allow them to make better use of the Program Article 22"
210,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,Documents of the call 
211,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,"For the launching of the call, it must be published on the SENACYT web page and the University of Panama, the following documents: The announcement of the call "
212,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,Nomination form for schools de fi ned by PIS'I'A Private nomination form 
213,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,"Failure of acceptance and registration in a program for the selected ones, Other documents related to the announcement P'PPNT "
214,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,Launch of the call 
215,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,The opening date of a call semi the first day on which the announcement of the call in the communication media and the web page of the institutions related to the Program
216,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12, The call will be divulged in at least two communication media at least two days
217,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12," The objectives, selection criteria, terms, economic subsidies and information of the call are de fi ned through the description made in the program Announcement of the announcement"
218,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,"The announcements of the calls must indicate, as a minimum ( a ) Identification of the call ( b ) Legal support, ( c ), The objective of the convocation ( d, ) Period of call of the convocation ( 6 ) Categories, (, f, ), The maximum expected Amount of economic subsidy per catcgon'a"
219,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,", ( g ), Additional criteria and terms"
220,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,"in case I apply ( 11 ) The places ( day and time limit ) of reception of nominations ( i ) Documentation, (, j, ) Dimde and how to deliver [ nominations: ] (, k, ), Evaluation method, ( 1 ) Dond, and how to obtain additional information"
221,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,12,"There will be two types of nomination for the participants: (, a ) Nomination by the schools selected by PISTA"
222,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13,", No 27289-A Official Digital Gazette Friday May 17, 2013"
223,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13,"St fl urfo'n fl d'minirtrativa W0 m_L `` m-, we 2on "
224,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13,"Each school will appoint a representative coordinator who will be trained p0 TRACK for the detection of children and young people with talent, academic o"
225,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, Each participating school must send a formal statement of its status to PISTA
226,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13," intent to participate in the program specifying 103 levels, Academics in which I will take the postulation 0"
227,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, The directors of each educational center must sign the nomination and declaration of commitment to participate in the program
228,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13," ( b, ) Particular application, AND Parents or students who do not attend school prior to enrollment by TRACK can send your applications by completing the form particular nomination"
229,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13," If you are selected to participate in the program, you must submit a letter of authorization of participation signed by the director of your center educative, Article 26"
230,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13,Selection process and its criteria
231,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13," The selection process will be directed by TRACK and will consist of the application of tests with the purpose of determining academic potential, general and speci fi c skills, and the motivation that mucstra cl estudme"
232,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13,These tests will be administered in a place established by the University of Panama Students who are found in the percentile established by TRACK will be selected
233,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, As a minimum for 1 income
234,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, ( cougar de cone )' Participants who have obtained a score below the established percentile will not be accepted
235,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, A student who is not selected by the V program may not be nominated in succeeding years
236,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, The program will only serve students who are talented according to the established standards
237,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13,Calling cycle TRACK shall communicate the results of the selection of the Call
238,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, You study them have been nominated for $ 115 schools
239,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, I will do 21 ] corresponding Director case that nominations have been made by parents or students
240,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13," Results will be communicated to each one of them', Send individual tame tames to 105 students who have been selected and to those who have not complied with the minimum coupon to participate"
241,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13," In no case, I will indicate in these communications to the schools my students or parents, cl score obtained in the applied tests"
242,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13, Those students who are not selected cannot be nominated or applied again for participate in the program' To formalize
243,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13," The participation of [ 05 students, parents or legal representatives of the student must complete and sign the acceptance and registration form Capitulo IV"
244,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,13,"Objectives of the curricular model, The objective of this curricular model, is to deconstruct cognitive skills, aptitudes and procedimcmales, typical of academic life"
245,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," No 27289-A Official Digital Gazette Friday May 17, 2013 Rgml'un'n fl iminirtrau'w W0"
246,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," # 2 @ e, L, { e Mo 42 2013"
247,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14, The curricular model of TRACK must respond extracunicularmcnte to the proper characteristics dc 1
248,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,05 children with an academic talcum Article 29
249,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,"Characteristics (, the curricular model )"
250,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," The curricular model should contain the following characteristics: a'Curricular scope, given that academic talent is distributed, homogeneously throughout the socicdad and that, in addition, the areas of interest of these students are varied e curriculum"
251,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14, I will have to offer curses in each one of the'emnicas areas: Natural Sciences and Exact
252,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,"Humanities and Social Sciences, Flexibility, the courses and workshops are adapted to the needs and interests of 105 students and to the Teaching methodology of 103 teachers' Interdisciplinary"
253,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," The students with academic talents tend to privilege the analysis interdisciplinary reality, since all the subject matter to study is enriched with the contributions from different disciplines, Speci, fi, c or 1emetic"
254,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14, This seeks to answer a unique characteristic of 105 students
255,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," with academic talent, which is to privilege the pro fi t of content over the extension e'Advanced conlenidos"
256,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14, What most interest and motivation is despised in students with academic talent is to have contact with the issues and challenges in which boy working
257,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,"In this semite, a greater effect, will be obtained in the results"
258,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," Ms contemporary scan the topics to be treated, Artieulo, 30"
259,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,"Own, work, methodologies for children and young people with academic talent, Students with academic talenws present different charactcristicas to their peers and therefore they understand reality and learn"
260,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14, This reason the dc methodologies teaching should be set
261,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," According to these characteristics, The following methodologies will be those used and applied in the program: inductive methodologies, what to Pamn from the experience and previous knowledge of the student"
262,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,"Privilege, the research and the blind method"
263,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,"c Expose to student 2, the need to solve concrete and real problems either Dc personal or group way It privileges"
264,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14, The analysis of real cases of frequent contact within the world of students e'It makes it easier for students to take effective control of the leoria with reality
265,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," Permit the use of academic tours, which put the student in contact with laboratories"
266,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,"museums research centers among others, highlight the theme that is studying Favor that the students can capture in a concrete product, the fruit of their apprenticeships, ( thematic academic articles, maque'as, Iepresentations, literary works, public debates, Eta ) Article 3 ] "
267,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,Implementation of the curricular model Curriculum model 36 is an academic concept that is structured on the basis of semesters and a Intensive summer academic season
268,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," According to the academic calendar of the University d6, Panama Sc will dictate curses and workshops with the characteristics and methodologies described in the previous pumos"
269,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14, Curses will offer interdisciplinary knowledge
270,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,Imsdisciplinary and multidisciplinary related to scientific disciplines
271,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,"L05 workshops seek to ensure the integral development of students, developing complementary skills"
272,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14," In each semester of the study I will choose in order of preference, the courses and workshops that I wish to carry out"
273,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,14,This choice ensures higher levels of movability on the part of the seller
274,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15," I will assign to each study him according to his preferences, trying to make compatible the ofena and the demand "
275,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15," 27289-A Official Digital Gazette Friday May 17, 2013 ngfu z'dn dministratzw W0"
276,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,"{ De ffe, 2 % 2 id 2013 Article 32"
277,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,Content of the curricular model
278,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15," The student of each course of the program must include at least the following points, Area and discipline to which it belongs Course: name (, deb, re, fl, ect content and 561'aLractivo for students, ) Academic level, to which it is addressed Short description of the course General purpose"
279,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15," Specific objectives: ( maximum 3 ) Contents of the course Methodology, "
280,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,The materials to use 
281,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,"Each year, the PISTA Advisory Board will make recommendations to the curriculum and the content of the programV Article 33"
282,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,"The student will be evaluated by the twelve months of their courses and workshops, as well as by the coordinator cstudiamil, who will have to make a semi-annual follow-up report student"
283,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15," Each student will be evaluated by the speakers in the following aspects: Percemaje of biannual assistance, "
284,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,"The student will have to give an initial and final test in the first and last class that, without necessarily being the same measure, the same skills in order to measure the learning difference raised by the student during the semester, 3'Attitude and motivation"
285,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,"L05 student academic results and the report of the student coordinator, scrim analyzed for an Evaluation Committee"
286,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15, If there are students below the minimum standard established Article 34
287,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,"At the end of each semester, the teacher will be evaluated by the student, the Academic Deputy Director and the Student Coordination For the above"
288,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15, The Academic Subditector and the Student Coordinator will be able to enter the room dc classes to observe the methodological performance and the interaction with the students' These visits
289,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15," They have the objective of providing performance feedback, tame twelvemes, as well as students At the end of each semester"
290,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15, The reports will be delivered to the comm
291,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15, evaluation carried out by the students Article 35
292,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,"The courses will be taught by academics, who are experts in their discipline and passionate about teaching school > proposed by the Academic Subdirection"
293,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15, The development of the program supervised by the PISTA management organization to approve its continuity within the Program
294,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15," The Academic Deputy Director will organize and coordinate training for the docent of the program, at least once every semester"
295,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,15,"'The eminence must focus on education for talented young people, as well as other topics that can harmonize the teaching melodologues and improve the transfer of know"
296,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16, No 27289-A Official Digital Gazette Friday May 17 2013'Ngfu' n Jmin13 raLiva in W0 m [ and 4 % 22013 Chapter V
297,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"In order to provide a more personalized and direct support to the cstudiantc during the development of the program, I will appoint at least one Student Coordinator, who will be 61 link between CI program"
298,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16," The Student Coordinator, ], will have the objective of worrying about the well-being and learning of 105 esludiames"
299,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,as well as monixorear and imervenir in a psycho-educational way
300,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16," The Study Coordination will have to have at least one psychologist, who will facilitate the analysis"
301,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16, factors that present 105 students and their families
302,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,The Estudianlil Coordinator generates an important link with each student
303,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"It, must be emplicic, Asenivo and know about academic talent"
304,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"In addition, I will be the guide to 105 students and their families in cl educative, proccso, Article 38"
305,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16, The functions of the Student Coordinator will be the following Know and follow up 103 students of the program
306,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"Accompany and guide the student in their academic development process and pcrsona1, taking an enema your interests in order to guide you in decision making and stimulating your achievements"
307,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"L1cvar, a systematic Control of study information"
308,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,Build and update 105 educational profiles of each of 105 students
309,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"Implement and evaluate follow-up strategies for 105 students according to their needs, particulates Hold meetings with students by academic level, 1"
310,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,Facilitate the integration of new program participants; 
311,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,Know and support the teachers of the program
312,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"Make observations of the courses and provide feedback in conjunction with the Deputy Director Academic in relation to the interaction of the student with the students and the environment of c1ascs Realizar reuniones semanales en las que se evall'zan 10 $ avances Del esrudiante y se presentan 103 cases, relevantes de los alumnos Article 39"
313,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,The Exclamatory Coordinator should organize the following activities in accordance with the following: 1
314,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,Meeting for students entering the program and their families
315,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16," A1, beginning of the academic year Learning fairs"
316,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"Exhibition by 105 students showing what they learned during the year C, emony of egress"
317,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,It comes from ceni fi cates for students who complete C1 program
318,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"They are made by academic level and they invite the relatives of 105 alumnos de1 programa a companir sus cxperiencias y, a conocer Iemticas relevames relacionadas a1 talemo acadmico"
319,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,16,"This regulation should be reviewed every two ( 2 ) years or at any time, with attention to 1215 Program needs "
320,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,17,"Gaceta Oficial Digital viernes, 17 de mayo de 2013, msofyind'minixtmtiw 3V0 "
321,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,17,"( Dz J, I'M 42 201 } "
322,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,17,Article Two: This Resolution will begin to govern its signature
323,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,17," FUNDAMENTO DE DERECHO Ley 13 de 1997 modimda por la Ley, 50 de 2005 y la Lcy, 55 dc 2007 COMUNiQUESE Y CUMPLASE "
324,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,17,"Ruben BERROCAL Secretaxio Nacional de Ciencia, Tecnologia e lnnovacin SENACYT "
325,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,17,) ( ullm mm mm mnmwwnll 
326,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,17,"Este DOCUMENTO ES F'EL CDPlA DE 5U, ORIGWAL "
327,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,18,"Gaceta Oficial Digital viernes, 17 de mayo de 2013, 1W6W' J31 gpamalma } "
328,Panama_2013_Orig_ESP_GacetaNo_27289a_20130517.pdf,18,"Autoridad NACIONAL DE LOS SERVTCIOS PUBLICOS, Panama, 8 dc abril de 20, Por la cual se rechaza dc plane, pur improcedemc cl rccurso dc reconsidcmcMn interpucslo por la [, 1mm forense, Anzola Robles & Asociados en rcprcscmacibn ( 16 la cmprcsa IedrcgaI Power Company S; "
